;title;date;tags;text
108;Себастьян Феттель: Я не поклонник DRS;2018-10-04 10:14:00+03:00;['Себастьян Феттель'];['На многих трассах FIA удалось увеличить протяженность и число зон DRS, но не в Японии – в Сузуке всё осталось по-прежнему, так что обгонять легче не будет. На утренней пресс-конференции FIA Себастьян Феттель заявил, что это не должно помешать его борьбе с Хэмилтоном.', 'Себастьян Феттель: «Я не поклонник DRS. Не уверен, что вы помните [компьютерную игру] Mario Kart, где можно бросать бананы из кокпита, но даже это я предпочёл бы DRS. Я считаю эту систему искусственной. Думаю, мы должны найти другой способ заставить машины ехать друг за другом и бороться за позицию без помощи DRS.', 'Мы не потеряли направление развития. Машина прогрессирует, шаг за шагом мы прибавляем. Возможно, соперники сделали больше или меньше таких шагов, но в этом году наша машина не доминировала. Слишком на многих этапах мы не были близки к соперникам. В гоночном темпе отставание не так велико. За несколько дней, что прошли с прошлой гонки, ничего серьёзно не изменилось, но мы надеемся, что эта трасса подойдёт нам чуть лучше.', 'Вы всегда получаете удовольствие от борьбы. Приятно соперничать на трассе и выходить вперёд. Уверен, в прошлый уик-энд Льюис Хэмилтон получил большее удовольствие, чем я. Сейчас не так много борьбы колесо в колесо, так что эти моменты вы цените ещё больше. Мне понравилось наше сражение в прошлой гонке. Хотелось бы видеть их чаще, но это был единственный шанс побороться».']
109;Подробности технических изменений в Формуле 1 в 2021-м;2018-10-03 21:26:00+03:00;['Регламент 2021'];['Рабочая группа, возглавляемая Пэтом Симондсом, продолжает работу над техническим регламентом 2021 года. Информация о будущих машинах просачивается зачастую противоречивая, и не всегда это связано с ошибочными данными источника. В действительности, хотя общая концепция шасси остаётся прежней (снижение затрат, облегчение обгонов, повышение зрелищности), обсуждаются самые разные идеи, и одни из них принимаются, а другие – отбрасываются.', 'Хорошим примером может послужить идея установки на колёса специальных дисков. Предложена она была ради того, чтобы уменьшить турбулентность вокруг колёс, что сделало бы поток позади машины более «чистым» и помогло бы с обгонами. Однако в группе посчитали, что такое решение повредило бы зрелищности, и решили искать резервы в других местах. «Если мы закрываем колёса, то раскалённые тормозные диски больше не будут видны, – пояснил Симондс. – А они очень зрелищно смотрятся на фотографиях и телеэкранах».', 'Из решений, с которыми в группе уже более или менее определились, можно выделить сокращение колёсной базы до 3400 мм. Это на 20-30 мм меньше, чем у нынешних машин. Вероятно, сокращение произойдёт за счёт длины боковых понтонов и потребует довольно существенной перепроектировки этих областей, ведь разместить все элементы современной силовой установки в компактной машине будет сложнее. Однако Симондса это не слишком беспокоит. «Все в одинаковой ситуации», – подчеркнул он.', 'Менее заметное, но куда более важное изменение – долгожданное возвращение граунд-эффекта. Конечно, его значение будет не столь велико, как в начале 1980-х, но позволит сократить зависимость прижимной силы от антикрыльев. А значит, можно будет уменьшить их размер и, как следствие, радикально снизить турбулентность позади машины. Это значительно облегчит преследование соперника и обгоны.', 'Особая тема – двигатели. Как известно, после многочисленных обещаний о переменах в этой области существующую формулу силовых установок решено было сохранить. Однако изменения всё же будут, и их направление не может не радовать.', 'Во-первых, мощность двигателей существенно возрастёт и превысит планку в 1000 л.с. Это произойдёт, в том числе, благодаря увеличению разрешённого мгновенного расхода топлива с нынешних 100 до 110 кг/ч. При этом ограничение на общий расход топлива будет вообще отменено. Ограничивать конструкторов и команды будет только масса машины и потоковый расход, подразумевающий, что гонщики будут стартовать с примерно 120 кг (160 литров) топлива.', 'Количество оборотов тоже вырастет, максимальную мощность двигатели будут выдавать не при 10500, а при 12000 оборотов. Это обещает сделать звук моторов более громким и высоким, приблизив к тому, что мы слышали до начала гибридной эры. Возрастёт и мощность электромоторов, со 120 до 150 кВт, а выходная мощность увеличится с 4 до 5 мегаджоулей. Всё это приведёт к увеличению размеров электромоторов.', 'В качестве меры по сокращению расходов планируется ограничить время работы на испытательных стендах – аналогично тому, как сейчас лимитировано время работы в аэродинамических трубах и в CFD. В 2021 году максимальная продолжительность стендовых испытаний составит 2 тысячи часов, в 2022-м – 1500 часов, в 2023-м – 1000 часов.']
110;Абитебул: У нас остаются шансы сохранить четвертое место;2018-10-03 20:04:00+03:00;['Сирил Абитебул', 'Renault'];"['Renault на 11 очков опережает Haas F1 в борьбе за четвертое место в Кубке конструкторов. Руководитель французской команды Сирил Абитебул признаёт, что у соперников более быстрая машина, и что команде нужно мыслить стратегически, чтобы сохранить эту позицию.', 'Сирил Абитебул: «Честно говоря, скорость Haas стала нас беспокоить начиная с зимних тестов в Барселоне. У них конкурентоспособная машина, и этому есть несколько объяснений. Они воспользовались тем, что в середине сезона в Ferrari серьезно доработали двигатель – благодаря этому американская команда стала очень сильным соперником.', 'По-моему, очевидно, что их машина быстрее Renault, поэтому нам надо сократить отставание в скорости и мыслить стратегически. Я всё равно верю, что у нас остаётся шанс сохранить четвертую позицию в Кубке конструкторов, но для этого мы должны успешно справляться с работой; гоночной команде нужно хорошо готовиться, а гонщикам – отлично выступать. В Сочи мы могли заработать больше очков, чем Haas, но из-за тактических просчётов упустили свой шанс. К каждой гонке мы готовимся по отдельности, так что посмотрим».']"
111;Ален Прост: Пока мы не готовы опередить лучших;2018-10-03 19:52:00+03:00;['Ален Прост', 'Renault'];['Руководители Renault неоднократно говорили, что команда из Энстоуна планирует бороться за места на подиуме в 2020 году. Советник Renault Sport, четырёхкратный чемпион мира Ален Прост объяснил, на чем основаны такие прогнозы.', 'Ален Прост: «Мы не можем быть уверены в этом наверняка. Участие в чемпионате мира – серьезный проект, и нам самим внутри такой большой компании, как Renault, задают вопросы о том, когда можно рассчитывать на успех. Нас об этом спрашивают президент компании и люди из отдела маркетинга. Всё-таки, скорее, это цели, которые мы ставим перед собой, хотя и не можем быть уверены на 100%.', 'Почему мы примерно понимаем, что именно такие результаты будем показывать? Когда мы приобрели команду в конце 2015-го, к тому моменту многие сотрудники из неё ушли, а машина 2016 года не была готова. В 2017-м мы начали строить машину для следующего сезона в июне или в июле, но не могли максимально использовать все свои возможности. В прошлом году мы наняли много специалистов для работы в аэродинамической трубе, и теперь можем в полной мере использовать их потенциал.', 'То же самое касается и работы с силовой установкой. Мы не сможем добиться того, чего хотим, если будем действовать слишком быстро. Иногда нам не хватает надежности, но мы понимаем, как это исправить. В течение двух последних недель мы проводили стендовые испытания новой версии двигателя, и всё прекрасно работало. Мы знаем, в чём должны прибавить по сравнению с этим годом – впрочем, у нас нет информации о том, чем занимаются соперники.', 'Лично я считаю, что важнее всего определиться с задачами, которые вы перед собой ставите, правильно выстроить структуру команды, найти нужный баланс, всё правильно организовать и работать над деталями – за счет этого и можно прибавить. В конечном итоге, мы должны опередить лучших, но к этому мы пока не готовы».']
112;Хаккинен: Победа досталась Льюису, но добыл её Валттери;2018-10-03 17:54:00+03:00;['Мика Хаккинен', 'Льюис Хэмилтон', 'Валттери Боттас', 'Mercedes'];['Тактику, которую в Mercedes применили по ходу Гран При России, многие сочли неспортивной, однако Мика Хаккинен уверен, что в чемпионской команде всё сделали правильно.', 'Командная тактика – обычное дело в Формуле 1, тут ничего нового, и хотя итоги гонки в Сочи не вполне устроили Валттери Боттаса, а Льюис Хэмилтон и руководство Mercedes оказались в несколько неудобном положении, с логикой их решений трудно спорить.', 'Борьба в чемпионате идёт между командами, в которых работает до 1000 сотрудников, бюджеты измеряются сотнями миллионов долларов, и за ними стоят всемирно известные автопроизводители, в том числе Mercedes и Ferrari со всеми их корпоративными спонсорами. Это не детские игры, а серьёзный спортивный бизнес.', 'После того давления, которое Ferrari оказывала на Mercedes во время первой половины сезона, вполне понятно, что в этой команде делают всё, что только возможно, чтобы одержать победу в обоих зачётах чемпионата, и это правильный подход.', 'На этой стадии сезона Льюис Хэмилтон остаётся единственным гонщиком Mercedes, у кого есть шансы на титул, поэтому, хотя решение отдать ему победу, отобрав её у Валттери, было тяжёлым с общечеловеческой точки зрения, всё становится намного проще, если смотреть на ситуацию с позиций бизнеса.', 'Валттери отлично пилотировал весь уик-энд. В квалификациях на трассе в Сочи он ещё никогда не уступал своим напарникам и в прошлую субботу выиграл поул. Боттас был быстрее и пилотировал более стабильно, чем Льюис, допустивший пару ошибок, и показывал явно более высокие скорости, чем гонщики Ferrari. И в Mercedes, и в Скудерии подготовили к российскому этапу ряд технических новинок, но после квалификации стало понятно, какой из команд удалось сделать шаг вперёд.', 'Хотя трасса в Сочи не отличается хорошим сцеплением, Валттери знает, как добиться там высоких скоростей – это он доказал ещё в прошлом году, когда одержал победу. Для него характерен плавный и относительно спокойный стиль пилотирования, что и помогло ему завоевать поул.', 'Готовясь к гонке, в Mercedes помнили, что в прошлом году Валттери, стартовав с 3-й позиции, одержал победу, и произошло это по двум причинам. Во-первых, с правой стороны трассы очень низкий уровень сцепления, поэтому лучше стартовать с левой стороны, т.е. с поула или с 3-й позиции. Во-вторых, если вы стартуете третьим, у вас есть возможность воспользоваться слип-стримом позади машины обладателя поула вдоль очень длинной прямой в сторону 2-го поворота: именно так действовал Валттери в прошлом году, когда смог опередить Себастьяна Феттеля.', 'В этом году с третьей позиции стартовал Себастьян, и в Mercedes понимали, что им придётся принять меры, чтобы помешать ему возглавить гонку на первом круге. В итоге Валттери и Льюис отлично сработали – по-моему, это признак того, что в Mercedes заранее продумали комбинированную тактику и на старте одолели Ferrari за счёт слаженных действий обоих гонщиков.', 'Каждый, кто думает, что победа досталась Mercedes легко, и поэтому не было причин просить Валттери пропустить Льюиса вперёд, должен обратиться к фактам. После пит-стопов Феттель смог подобраться к Валттери, а затем оказаться на трассе впереди Льюиса, так что в Ferrari были готовы перехватить инициативу.', 'И хотя Хэмилтон смог быстро обогнать Феттеля, на этой стадии гонки шла очень плотная борьба, поэтому в Mercedes должны были попросить Валттери занять позицию на трассе между двумя чемпионами мира, чтобы защитить Льюиса.', 'Когда я выступал за McLaren вместе с Дэвидом Кулхардом, нашими ближайшими соперниками были гонщики Ferrari Михаэль Шумахер и Эдди Ирвайн. Одолеть их было непросто, и, чтобы победить в чемпионате в 1998-м и 1999 гг., мне несколько раз понадобилась помощь Дэвида. Например, его попросили пропустить меня в Мельбурне в 1998-м, поскольку у нас были договорённости, что победа достанется тому, кто первым войдёт в первый поворот, но потом я потерял время на пит-лейн.', 'Такие решения не повышают настроения напарнику, но Дэвид понимал, чего от него ждут в McLaren, и всегда признавал: если ты подписал контракт с этой командой, значит, ты должен выполнять её просьбы. Иначе начнётся хаос.', 'Сейчас Валттери попросили поддержать Льюиса, и гонщики сообща сработали в интересах команды. Это непросто, это не нравится болельщикам и журналистам, но в воскресенье в Сочи для Mercedes важнее всего было гарантированно заработать максимум очков, необходимых для победы в обоих зачётах чемпионата.', 'По сути, тот факт, что Валттери попросили помочь Льюису одержать победу, скорее говорит о силе финского гонщика, чем о каких-либо его слабостях. В конечном итоге, в Mercedes сделали всё необходимое ради победы, а Боттас выполнил всё, что от него требовалось. Это был впечатляющий пример скоординированных действий и бескорыстного подхода. Пусть победа досталась Льюису, но добыл её Валттери.']
113;Пьер Гасли: Себастьян Феттель мне помог;2018-10-03 17:15:00+03:00;['Пьер Гасли', 'Toro Rosso'];['Себастьян Феттель – первый из гонщиков Red Bull, кто добился успехов в Формуле 1, и он служит ориентиром для других участников молодежной программы компании. Пьер Гасли заявил, что обращался за советом к четырехкратному чемпиону, когда не смог перейти в Формулу 1 в 2016 году.', 'Пьер Гасли: «У меня отличные отношения с Себастьяном Феттелем, он мне помог. Я встретился с ним после сезона в GP2 2016 года: мне было нелегко, ведь я завоевал титул, но не получил шанса перейти в Формулу 1. Я был в нужном месте, но не в то время. Я спросил у него, что он думает о моей ситуации и какой совет мог бы мне дать. Помню, мы поговорили в Мексике после брифинга гонщиков – он был вполне дружелюбно настроен, и общаться с ним было приятно.', 'Он рассказал мне о своём опыте в Red Bull, а также о том, что, по его мнению, я должен сделать. Он сказал, что участие в Super Formula – отличная возможность отправиться в другую страну, и что я должен продолжать работу и доказать Red Bull, что не сдаюсь, ведь они продолжают меня проверять.', 'Даже сейчас, переходя в Red Bull Racing, я продолжаю немного общаться с Себастьяном и считаю его одним из своих кумиров. Это может показаться странным, но я следил за ним, когда выступал в картинге, и рад теперь сражаться с ним в Формуле 1. В следующем году мы будем непосредственными соперниками, но я глубоко его уважаю, он интересный человек: очень умный и скромный. Мне нравится с ним общаться, и его опыт всегда может пригодиться».']
114;CAMplete Solutions – новый партнер команды Haas;2018-10-03 16:36:00+03:00;['Haas F1 Team'];['Команда Haas объявила о начале сотрудничества с канадской компанией CAMplete Solutions, разрабатывающей современные технологические решения для станкостроительной промышленности. В Haas F1 используют их при производстве деталей машины.', 'Грег Сиверсон, руководитель участка станков ЧПУ команды Haas: «Все программы, созданные на нашем участке, разработаны и смоделированы в программной среде CAMplete TruePath. Их решения оказывают нам неоценимую помощь в области автоматической обработки сложных компонентов, специально предназначенных для испытаний в аэродинамической трубе, где мы продуваем модели машин в масштабе 60%».']
115;Риккардо и Ферстаппен осваивают японскую каллиграфию;2018-10-03 15:43:00+03:00;['Даниэль Риккардо', 'Макс Ферстаппен', 'Red Bull Racing'];['Перед Гран При Японии в Red Bull Racing любят придумывать для своих гонщиков какие-нибудь интересные занятия с учётом местного колорита – так было и на этот раз.', 'Даниэль Риккардо и Макс Ферстаппен отправились изучать древнее искусство Shodo – японскую каллиграфию. Учёба проводилась под руководством настоящих мастеров этого жанра, и всё, как всегда, проходило в весёлой и непринуждённой атмосфере, несмотря на то, что Shodo – дело серьёзное.', 'Вот какой диалог состоялся между гонщиками после того, как они выполнили задание, нарисовав на больших листах бумаги несколько иероглифов, выглядевших, скажем так, не вполне идеально.', '', 'Даниэль Риккардо: Итак, мы завершили наши занятия по Shodo, вот это нарисовал Макс…', 'Макс Ферстаппен: Да, это мой иероглиф!', 'Даниэль Риккардо: (смеётся, показывая на результаты их труда) Вот это создал Даниэль-сан, а это – Макси-сан! В общем-то, всё объяснимо, Макс ещё молод, с кем не бывает! Впрочем, тебе уже 21 год, не такой ты и юный.', 'Макс Ферстаппен: А про себя ты что скажешь?', 'Даниэль Риккардо: Я среднего возраста, я прекрасен и одухотворён! В общем, если вы собираетесь приобретать японские произведения искусства, то наши работы скоро появятся на e-Bay по 50 тысяч долларов!', 'Можно напомнить, что, например, в 2015 году Риккардо и Даниил Квят, который тогда был его напарником по Red Bull Racing, осваивали приёмы национальной японской борьбы сумо.']
116;Ferrari представила в Париже спорткары серии Icona;2018-10-03 14:24:00+03:00;['Ferrari'];['На Парижском автосалоне, который откроется для посетителей 4 октября, прошла презентация двух новейших моделей Ferrari, названных Monza в честь классической трассы Гран При Италии.', 'Поражающие своим экстерьером Monza SP1 и SP2 – первые две модели в специальной серии Icona, в рамках которой ограниченными тиражами будут выпускаться особенные спорткары, рассчитанные прежде всего на автомобильных коллекционеров. SP1 – одноместная машина, в SP2 кроме водительского кресла есть ещё и пассажирское, и общий тираж Monza составит всего около 499 экземпляров. Причём потенциальные покупатели не смогут приобрести обе машины, им придётся выбирать одну из двух версий.', 'В сентябре машины уже демонстрировались в Маранелло, но дебют на международном автошоу состоялся только сейчас. Подтверждена и цена этих уникальных автомобилей – 1,6 млн. евро. На них будут устанавливаться самые мощные атмосферные двигатели, которые выпускает Ferrari – 810-сильные 6,5-литровые V12, благодаря которым Monza разгоняется до сотни за 2,9 секунды. Максимальная скорость заявлена на уровне 300 км/ч.', 'Главный дизайнер Ferrari Флавио Манцони и его команда черпали вдохновение, изучая историческое наследие марки, поэтому новинки отдалённо напоминают гоночную машину 750 Monza, выпускавшуюся в 50-х годах прошлого века, а также ещё более раннюю Barchetta 166 MM.', 'Отличительная черта Monza SP1 и SP2 – отсутствие ветрового стекла, поскольку, по замыслу создателей модели, тот, кто будет её пилотировать, должен получать примерно те же ощущения, что испытывает гонщик за рулём машины Формулы\xa01.']
117;Райкконен: Все называют Сузуку в числе любимых трасс;2018-10-03 14:24:00+03:00;['Кими Райкконен', 'Ferrari'];"['За долгую карьеру в Формуле 1 Кими Райкконен не раз поднимался на подиум в Сузуке и перед Гран При Японии рассказал о некоторых особенностях трассы.', 'Кими Райкконен: «Все гонщики называют Сузуку в числе своих любимых автодромов. Это очень сложная трасса старой школы. Первый поворот очень быстрый. Здорово заходить в него на полной скорости и только на выходе тормозить перед вторым поворотом.', '""Эски"" – вообще один из лучших в мире участков среди всех гоночных трасс: это длинный и скоростной отрезок, где после каждого поворота меняется направление движения. Там ты испытываешь неповторимые ощущения, особенно в квалификации.', 'Теперь о повороте 130R: в квалификации на современной машине Формулы 1 его легко преодолеть, не снимая ногу с педали газа. Возможно, он утратил часть своей привлекательности, но всё равно остается интересным поворотом».']"
118;Судьба 10 места Сироткина в Монце решится 1 ноября;2018-10-03 12:59:00+03:00;['Роман Грожан', 'Сергей Сироткин', 'FIA', 'Renault', 'Haas F1 Team'];['Гонщик Williams Сергей Сироткин финишировал в Монце на 11 месте, но через несколько часов после окончания гонки поднялся на десятое благодаря исключению из протокола пилота Haas F1 Романа Грожана.', 'Дисквалификация стала следствием протеста со стороны команды Renault. Во французской команде заявили, что машина Haas F1 не соответствует техническому регламенту, а точнее – технической директиве TD/033-18, вышедшей 25 июля. В Haas это не опровергают, однако утверждают, что нарушение стало следствием чисто технологических проблем, о которых они предупреждали руководителя технической инспекции FIA.', 'Стюарды, однако, рассудили иначе, так как руководитель технической инспекции на разбирательствах в Монце заявил, что хотя действительно получал подобные письма от Haas, никогда не давал своего разрешения на нарушение регламента.', 'В итоге в Haas F1 выполнили своё обещание и подали апелляцию в FIA. Апелляционный суд FIA рассмотрит это дело 1 ноября в Париже и либо оставит решение стюардов в силе, либо восстановит Грожана на шестом месте в гонке. Это будет означать, что Сироткин лишится своего пока единственного результативного финиша в сезоне.', '']
119;Райкконен может сесть за руль Sauber уже в ноябре;2018-10-03 12:54:00+03:00;['Кими Райкконен', 'Sauber'];['В 2019 году Кими Райкконен вернётся в Sauber, где 17 лет назад начинал карьеру в Формуле\xa01. Но не исключено, что финн может сесть за руль машины швейцарской команды уже через несколько недель: появились слухи, что он примет участие в шинных тестах Pirelli, которые пройдут на автодроме имени братьев Родригес после Гран При Мексики, запланированного на последний уик-энд октября.', 'Впрочем, возможен и другой вариант, при котором Кими будет пилотировать Sauber в конце ноября на тестах в Абу-Даби уже после завершения сезона, если это устроит Ferrari и спонсоров обеих команд.', 'Теоретически, любой из этих вариантов возможен, ведь в сентябре Шарль Леклер уже работал на шинных тестах Pirelli вместе с Ferrari, и если интересы дела потребуют, то теперь финн может сменить его за рулём Sauber.', 'В последний раз Райкконен пилотировал машину, построенную в Хинвиле, в 2001 году.']
120;Гран При Японии: Расписание пресс-конференций;2018-10-03 12:32:00+03:00;['FIA'];['FIA анонсировала расписание официальных пресс-конференций в дни проведения Гран При Японии.', 'В четверг на вопросы журналистов ответят Эстебан Окон (Racing Point Force India), Лэнс Стролл (Williams), Стоффель Вандорн (McLaren) и Себастьян Феттель (Ferrari).', 'В пятницу приглашены представители команд: Кристиан Хорнер (Red Bull Racing), Франц Тост (Toro Rosso), Фредерик Вассёр (Sauber), а также руководитель Honda Motorsport Масаши Ямамото.', 'Субботняя и воскресная пресс-конференции посвящены лучшей тройке по итогам дня. Переводы мы традиционно опубликуем на F1News.Ru.']
121;Окон: Конфигурация трассы делает её особенной;2018-10-03 09:20:00+03:00;['Серхио Перес', 'Эстебан Окон', 'Force India'];['В Force India с оптимизмом ждут встречи с интересной трассой и японскими болельщиками…', 'Серхио Перес: «Японский этап – один из моих любимых, это трасса для настоящих гонщиков. Мне нравится её плавность и высокие скорости, особенно на первом секторе. Думаю, это один из лучших секторов всего чемпионата.', 'В Сузуке непросто всё сделать верно. Это непростой уик-энд, здесь нужно найти действительно идеальный баланс, чтобы чисто проехать круг. И дело не только в конфигурации – сильный ветер может менять направление от одного круга к другому и выбросить вас с трассы.', 'Мой любимый поворот – 130R. Вы входите в него на седьмой передаче и скорости выше 300 км/ч и сохраняете эту скорость на выходе. Ощущения совершенно удивительные. За рулём машин нового поколения они стали менее острыми – они имеют гораздо большую прижимную силу, но вам всё равно нужна полная концентрация, чтобы избежать ошибок.', 'Японцы – одни из самых страстных и преданных болельщиков в мире. С ними вы действительно чувствуете себя как дома. Многие из них весь год пишут мне в социальных сетях, в Сузуке вы можете получить самые неожиданные подарки. Это здорово. Один из болельщиков каждый день ждёт меня на выходе из отеля. Приятно видеть их любовь к Формуле 1».', 'Эстебан Окон: «Все гонщики любят Сузуку. Конфигурация трассы делает её особенной, здесь великолепные повороты, каждый со своей историей – на столь сложном круге сложно всё сделать верно. Весь круг очень интересный, но в первом секторе есть что-то особенное.  Там очень весело – мне нравятся быстрые смены направления движения, на машине с пустыми баками в квалификации ощущения там просто потрясающие.', 'С нетерпением жду встречи с японскими болельщиками. Они невероятны! Они поддерживают вас с приземления в аэропорту, вы всё время слышите аплодисменты. Эти болельщики – одни из самых страстных по ходу сезона, такая поддержка действительно придаёт сил.', 'В прошлом году мы хорошо провели уик-энд в Сузуке. Я долго ехал третьим, а финишировал в итоге седьмым. Надеюсь, мы и на этой неделе добьёмся хорошего результата. Если сможем повторить прошлогодний – будет здорово!»']
122;Маурицио Арривабене может возглавить «Ювентус»?;2018-10-02 19:13:00+03:00;['Маурицио Арривабене', 'Ferrari'];['Имя руководителя команды Ferrari Маурицио Арривабене появилось в списке кандидатов на должности директоров туринского клуба «Ювентус», которые войдут в его правление. Одному из них в дальнейшем предстоит занять пост генерального директора клуба.', 'Много лет «Ювентус» возглавлял Беппе Маротта, на днях заявивший о том, что уходит в отставку. Арривабене тесно связан с семьёй Аньелли, владельцами холдинга Exor, которому принадлежат акции концерна Fiat, компании Ferrari и клуба «Ювентус», и не исключено, что именно ему будет предложен директорский пост.', 'В Exor уже опубликовали список кандидатов, которым предстоит войти в совет директоров «Ювентуса», хотя Арривабене значится в этом списке на последнем,  девятом месте. Значит ли это, что его шансы возглавить знаменитый футбольный клуб меньше, чем у остальных?', 'В любом случае, если ему придётся сменить работу, это повлечёт заметные перестановки в руководстве команды Ferrari.']
